,run_id,model,task_name,task_param,date,time,n_name_recommendations,n_unique_names_recommendations,n_unique_author_recommendations,n_author_hallucinations,name_similarity,gender_diversity,ethnicity_diversity,aps_scholarly_similarity,oa_scholarly_similarity,scholarly_similarity,aps_career_age_similarity,oa_career_age_similarity,career_age_similarity,institutions_share,country_of_affiliation_share,coauthors_share,coauthors_recommended_share,recommended_author_pairs_are_coauthors
0,l3_8_twff_1209_00,llama3-8b,twins,famous_female,2024-12-09,00:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
1,l3_8_twff_1209_08,llama3-8b,twins,famous_female,2024-12-09,08:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
2,l3_8_twff_1209_16,llama3-8b,twins,famous_female,2024-12-09,16:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
3,l3_8_twff_1210_00,llama3-8b,twins,famous_female,2024-12-10,00:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
4,l3_8_twff_1210_08,llama3-8b,twins,famous_female,2024-12-10,08:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
5,l3_8_twff_1210_16,llama3-8b,twins,famous_female,2024-12-10,16:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
6,l3_8_twff_1211_00,llama3-8b,twins,famous_female,2024-12-11,00:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
7,l3_8_twff_1211_08,llama3-8b,twins,famous_female,2024-12-11,08:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
8,l3_8_twff_1211_16,llama3-8b,twins,famous_female,2024-12-11,16:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
9,l3_8_twff_1212_00,llama3-8b,twins,famous_female,2024-12-12,00:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
10,l3_8_twff_1212_08,llama3-8b,twins,famous_female,2024-12-12,08:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
11,l3_8_twff_1212_16,llama3-8b,twins,famous_female,2024-12-12,16:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
12,l3_8_twff_1213_00,llama3-8b,twins,famous_female,2024-12-13,00:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
13,l3_8_twff_1213_08,llama3-8b,twins,famous_female,2024-12-13,08:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
14,l3_8_twff_1213_16,llama3-8b,twins,famous_female,2024-12-13,16:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
15,l3_8_twff_1214_00,llama3-8b,twins,famous_female,2024-12-14,00:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
16,l3_8_twff_1214_08,llama3-8b,twins,famous_female,2024-12-14,08:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
17,l3_8_twff_1214_16,llama3-8b,twins,famous_female,2024-12-14,16:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
18,l3_8_twff_1215_00,llama3-8b,twins,famous_female,2024-12-15,00:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
19,l3_8_twff_1215_08,llama3-8b,twins,famous_female,2024-12-15,08:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
20,l3_8_twff_1215_16,llama3-8b,twins,famous_female,2024-12-15,16:00,5,5,3,2,0.5677533577533578,0.4444444444444444,0.6666666666666667,0.0356471701743666,0.0107694926540807,0.0178914678753214,0.5868938164773753,0.5868938164773753,0.5868938164773753,0.1587301587301587,0.3277777777777778,0.2007467335203834,0.3333333333333333,0.5
21,l3_8_twfm_1209_00,llama3-8b,twins,famous_male,2024-12-09,00:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
22,l3_8_twfm_1209_08,llama3-8b,twins,famous_male,2024-12-09,08:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
23,l3_8_twfm_1209_16,llama3-8b,twins,famous_male,2024-12-09,16:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
24,l3_8_twfm_1210_00,llama3-8b,twins,famous_male,2024-12-10,00:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
25,l3_8_twfm_1210_08,llama3-8b,twins,famous_male,2024-12-10,08:00,6,6,4,2,0.5173759573759573,0.375,0.0,0.0003128456779382,0.0151549973361763,0.0041921817040512,0.6469628099173553,0.6469628099173553,0.6469628099173553,0.2394179894179894,0.6666666666666666,0.2509362414611283,0.5,0.3333333333333333
26,l3_8_twfm_1210_16,llama3-8b,twins,famous_male,2024-12-10,16:00,6,6,4,2,0.5173759573759573,0.375,0.0,0.0003128456779382,0.0151549973361763,0.0041921817040512,0.6469628099173553,0.6469628099173553,0.6469628099173553,0.2394179894179894,0.6666666666666666,0.2509362414611283,0.5,0.3333333333333333
27,l3_8_twfm_1211_00,llama3-8b,twins,famous_male,2024-12-11,00:00,5,5,3,2,0.5246875346875346,0.0,0.0,0.0064687350575002,0.0594297120414335,0.0135127476336667,0.5912001419331947,0.5912001419331947,0.5912001419331947,0.1633597883597883,0.5555555555555555,0.1183510935731072,0.3333333333333333,0.5
28,l3_8_twfm_1211_08,llama3-8b,twins,famous_male,2024-12-11,08:00,6,6,4,2,0.5173759573759573,0.375,0.0,0.0003128456779382,0.0151549973361763,0.0041921817040512,0.6469628099173553,0.6469628099173553,0.6469628099173553,0.2394179894179894,0.6666666666666666,0.2509362414611283,0.5,0.3333333333333333
29,l3_8_twfm_1211_16,llama3-8b,twins,famous_male,2024-12-11,16:00,6,6,4,2,0.5173759573759573,0.375,0.0,0.0003128456779382,0.0151549973361763,0.0041921817040512,0.6469628099173553,0.6469628099173553,0.6469628099173553,0.2394179894179894,0.6666666666666666,0.2509362414611283,0.5,0.3333333333333333
30,l3_8_twfm_1212_00,llama3-8b,twins,famous_male,2024-12-12,00:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
31,l3_8_twfm_1212_08,llama3-8b,twins,famous_male,2024-12-12,08:00,6,6,4,2,0.5173759573759573,0.375,0.0,0.0003128456779382,0.0151549973361763,0.0041921817040512,0.6469628099173553,0.6469628099173553,0.6469628099173553,0.2394179894179894,0.6666666666666666,0.2509362414611283,0.5,0.3333333333333333
32,l3_8_twfm_1212_16,llama3-8b,twins,famous_male,2024-12-12,16:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
33,l3_8_twfm_1213_00,llama3-8b,twins,famous_male,2024-12-13,00:00,6,6,4,2,0.5173759573759573,0.375,0.0,0.0003128456779382,0.0151549973361763,0.0041921817040512,0.6469628099173553,0.6469628099173553,0.6469628099173553,0.2394179894179894,0.6666666666666666,0.2509362414611283,0.5,0.3333333333333333
34,l3_8_twfm_1213_08,llama3-8b,twins,famous_male,2024-12-13,08:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
35,l3_8_twfm_1213_16,llama3-8b,twins,famous_male,2024-12-13,16:00,6,6,4,2,0.5173759573759573,0.375,0.0,0.0003128456779382,0.0151549973361763,0.0041921817040512,0.6469628099173553,0.6469628099173553,0.6469628099173553,0.2394179894179894,0.6666666666666666,0.2509362414611283,0.5,0.3333333333333333
36,l3_8_twfm_1214_00,llama3-8b,twins,famous_male,2024-12-14,00:00,6,6,5,1,0.5376205276205276,0.3199999999999998,0.3199999999999998,0.0131997298177309,0.0099979905096822,0.0098894275417684,0.6993293697978598,0.6993293697978598,0.6993293697978598,0.1983211233211233,0.5366666666666667,0.2058913952597191,0.52,0.25
